show_id,type,title,director,cast,country,date_added,release_year,rating,duration,genres,user_rating,views_millions,budget_usd,is_original
s311,TV Show,Synthetic Title 311,Steven Spielberg,"Tom Hanks, Leonardo DiCaprio",India,42053,1998,R,8 Seasons,Crime TV Shows,3.2,103.65,53666000,FALSE
s312,movie ,Synthetic Title 312,Christopher Nolan,"Scarlett Johansson, Tom Hanks",India,43571,2019,R,169 min,Action & Adventure,8.7,45.52,21101000,TRUE
s313,MOVIE,Synthetic Title 313,Ava DuVernay,,Canada,45159,2013,TV-PG,142 m,Crime TV Shows,6.4,37.18,51343000,FALSE
s314,Movie,Synthetic Title 314,Christopher Nolan,"Scarlett Johansson, Leonardo DiCaprio, Morgan Freeman","United States, Canada",42665,2008,PG-13,140 m,Comedies,9.5,61.12,57449000,TRUE
s315,Movie,Synthetic Title 315,Greta Gerwig,"Viola Davis, Zendaya, Leonardo DiCaprio",South Korea,45162,1998,NR,130 min,Documentaries,3.3,47.71,7534000,FALSE
s316,tv show,Synthetic Title 316,Martin Scorsese,Zendaya,France,43539,2001,TV-14,9 Seasons,"Horror Movies, Thrillers",2.8,135.43,18419000,TRUE
s317,movie ,Synthetic Title 317,Steven Spielberg,"Scarlett Johansson, Viola Davis",India,43500,2011,TV-PG,92 min,Action & Adventure,2.1,88.15,46574000,FALSE
s318,TV Show,Synthetic Title 318,Ava DuVernay,"Brad Pitt, Morgan Freeman, Viola Davis",South Korea,"March 06, 2015",2012,R,4 S,Crime TV Shows,2.2,52.6,87564000,TRUE
s319,movie ,Synthetic Title 319,,"Zendaya, Brad Pitt",United States,42477,2009,R,172 m,"International TV Shows, TV Dramas",4,14.79,37892000,FALSE
s320,MOVIE,Synthetic Title 320,Greta Gerwig,"Tom Hanks, Viola Davis, Leonardo DiCaprio",France,43748,2017,TV-14,120 m,"International TV Shows, TV Dramas",1.3,12,45221000,FALSE
s321,movie ,Synthetic Title 321,Greta Gerwig,"Tom Hanks, Brad Pitt",Canada,"June 13, 2022",2009,TV-14,123mins,Action & Adventure,5.7,144.67,98671000,FALSE
s322,Movie,Synthetic Title 322,Greta Gerwig,Leonardo DiCaprio,United Kingdom,44534,2006,TV-MA,68mins,Documentaries,8.4,122.51,88826000,FALSE
s323,movie ,Synthetic Title 323,Christopher Nolan,,South Korea,42756,1990,TV-MA,68mins,Crime TV Shows,2.9,7.65,71615000,TRUE
s324,tv show,Synthetic Title 324,Ava DuVernay,,United Kingdom,44100,2006,NR,2 Seasons,Crime TV Shows,1.7,81.95,70570000,FALSE
s325,MOVIE,Synthetic Title 325,Bong Joon Ho,Brad Pitt,India,42677,2003,TV-MA,86mins,Comedies,7.6,79.69,7245000,TRUE
s326,TV Show,Synthetic Title 326,Bong Joon Ho,,United Kingdom,43317,2002,TV-MA,1 S,Action & Adventure,9.5,62.64,26918000,TRUE
s327,TV Show,Synthetic Title 327,Ava DuVernay,Viola Davis,India,42309,1998,TV-MA,7 Seasons,"Horror Movies, Thrillers",3,5.39,61389000,FALSE
s328,movie ,Synthetic Title 328,Ava DuVernay,"Tom Hanks, Brad Pitt, Morgan Freeman",Canada,"November 16, 2023",2014,TV-14,82 m,Action & Adventure,3.8,32.61,88627000,FALSE
s329,tv show,Synthetic Title 329,Ava DuVernay,,United States,44051,1992,R,4 Seasons,Crime TV Shows,3,89.85,2614000,FALSE
s330,tv show,Synthetic Title 330,Bong Joon Ho,Brad Pitt,United Kingdom,43097,2007,PG-13,10 S,"Horror Movies, Thrillers",1.2,52.76,93587000,FALSE
s331,TV Show,Synthetic Title 331,Greta Gerwig,Tom Hanks,United States,44599,2007,TV-14,5 Seasons,Comedies,3.7,119.85,19462000,FALSE
s332,Movie,Synthetic Title 332,Martin Scorsese,"Brad Pitt, Viola Davis, Tom Hanks",United Kingdom,"November 05, 2018",2000,R,75 m,Comedies,3.1,56.42,28184000,FALSE
s333,movie ,Synthetic Title 333,Martin Scorsese,Leonardo DiCaprio,France,42874,1995,TV-14,134mins,"Horror Movies, Thrillers",3,102.32,10519000,FALSE
s334,tv show,Synthetic Title 334,Martin Scorsese,"Morgan Freeman, Viola Davis, Tom Hanks",United Kingdom,43152,2000,NR,5 S,Documentaries,7.7,129.41,63202000,TRUE
s335,movie ,Synthetic Title 335,Christopher Nolan,"Morgan Freeman, Scarlett Johansson",United States,44967,2003,TV-14,101 min,"Horror Movies, Thrillers",6.6,131.61,78358000,TRUE
s336,Movie,Synthetic Title 336,Steven Spielberg,"Tom Hanks, Leonardo DiCaprio, Morgan Freeman",Japan,44676,2017,PG-13,136mins,Documentaries,9.8,5.22,29870000,FALSE
s337,tv show,Synthetic Title 337,,,Japan,43789,1998,PG-13,9 Seasons,"Horror Movies, Thrillers",2.7,89.66,56720000,TRUE
s338,Movie,Synthetic Title 338,Martin Scorsese,"Tom Hanks, Leonardo DiCaprio, Brad Pitt",Japan,43510,2015,TV-PG,101 m,Comedies,4.3,40.18,75845000,FALSE
s339,MOVIE,Synthetic Title 339,Christopher Nolan,"Leonardo DiCaprio, Morgan Freeman, Brad Pitt",United Kingdom,42966,1995,NR,108 m,"International TV Shows, TV Dramas",6.5,95.37,29795000,FALSE
s340,tv show,Synthetic Title 340,Christopher Nolan,"Leonardo DiCaprio, Zendaya, Scarlett Johansson",United States,42692,2014,R,7 S,"Horror Movies, Thrillers",999,5.21,89195000,TRUE
s341,MOVIE,Synthetic Title 341,Ava DuVernay,"Zendaya, Scarlett Johansson, Leonardo DiCaprio",Canada,43034,2017,PG-13,101 m,Documentaries,2.3,140.1,8377000,FALSE
s342,MOVIE,Synthetic Title 342,Bong Joon Ho,"Tom Hanks, Viola Davis, Scarlett Johansson",United States,44760,2019,TV-PG,144 min,Documentaries,8.4,117.13,35707000,FALSE
s343,tv show,Synthetic Title 343,Christopher Nolan,Tom Hanks,United Kingdom,42297,1996,TV-14,5 Seasons,Comedies,7.1,88.27,40293000,TRUE
s344,Movie,Synthetic Title 344,Steven Spielberg,Tom Hanks,United States,"May 18, 2020",1990,TV-MA,101mins,"International TV Shows, TV Dramas",6.4,5.9,28322000,TRUE
s345,MOVIE,Synthetic Title 345,Christopher Nolan,"Scarlett Johansson, Tom Hanks",United Kingdom,44033,2016,TV-MA,149 m,"Horror Movies, Thrillers",9,125.67,9950000,FALSE
s346,movie ,Synthetic Title 346,Greta Gerwig,Zendaya,"United States, Canada",44242,2002,PG-13,108 m,Comedies,6.6,3.29,17290000,TRUE
s347,Movie,Synthetic Title 347,Bong Joon Ho,"Leonardo DiCaprio, Zendaya",India,"December 11, 2019",1994,TV-MA,174mins,Comedies,1.4,38.41,95730000,TRUE
s348,TV Show,Synthetic Title 348,Bong Joon Ho,"Morgan Freeman, Leonardo DiCaprio",Japan,"March 09, 2015",2018,TV-14,9 S,"Horror Movies, Thrillers",7.2,129.78,26749000,TRUE
s349,MOVIE,Synthetic Title 349,Bong Joon Ho,"Scarlett Johansson, Morgan Freeman","United States, Canada",43864,2016,R,128 m,Comedies,6.3,61.4,12676000,FALSE
s350,tv show,Synthetic Title 350,Bong Joon Ho,Tom Hanks,United Kingdom,42040,2013,TV-MA,1 S,Action & Adventure,8,58.14,43212000,FALSE
s351,TV Show,Synthetic Title 351,Steven Spielberg,Tom Hanks,United Kingdom,42285,2001,R,8 Seasons,"Horror Movies, Thrillers",2.2,125.58,83385000,TRUE
s352,tv show,Synthetic Title 352,Christopher Nolan,"Tom Hanks, Brad Pitt",South Korea,42318,2018,TV-MA,2 Seasons,"International TV Shows, TV Dramas",4.2,12,72460000,FALSE
s353,MOVIE,Synthetic Title 353,Greta Gerwig,"Zendaya, Morgan Freeman, Tom Hanks",United States,"February 10, 2018",2001,PG-13,89 m,Documentaries,3.9,52.1,43931000,TRUE
s354,Movie,Synthetic Title 354,Martin Scorsese,"Morgan Freeman, Tom Hanks, Zendaya",India,43934,2010,TV-MA,143 m,Documentaries,9.6,54.95,33373000,FALSE
s355,TV Show,Synthetic Title 355,Martin Scorsese,"Brad Pitt, Zendaya",Japan,"December 25, 2017",2005,R,3 Seasons,"International TV Shows, TV Dramas",3.7,149.03,63239000,TRUE
s356,Movie,Synthetic Title 356,Christopher Nolan,"Viola Davis, Brad Pitt",Canada,"October 01, 2016",1995,R,114 m,Action & Adventure,1.7,101.9,6684000,FALSE
s357,TV Show,Synthetic Title 357,Bong Joon Ho,"Morgan Freeman, Tom Hanks",Japan,44387,1994,NR,9 S,Comedies,6.6,13.46,16745000,TRUE
s358,movie ,Synthetic Title 358,Christopher Nolan,"Zendaya, Leonardo DiCaprio, Brad Pitt",France,42835,2005,TV-MA,113mins,"Horror Movies, Thrillers",4.6,76.95,57683000,FALSE
s359,movie ,Synthetic Title 359,Steven Spielberg,"Brad Pitt, Scarlett Johansson","United States, Canada",44176,2010,TV-14,145 min,"Horror Movies, Thrillers",5.2,15.12,50605000,TRUE
s360,TV Show,Synthetic Title 360,Greta Gerwig,"Tom Hanks, Scarlett Johansson",Japan,43052,2014,TV-PG,8 Seasons,Comedies,1.3,56.22,62851000,FALSE
s361,tv show,Synthetic Title 361,Christopher Nolan,Tom Hanks,United Kingdom,44745,2006,TV-14,10 Seasons,"International TV Shows, TV Dramas",1.1,49.58,91522000,FALSE
s362,MOVIE,Synthetic Title 362,Ava DuVernay,Scarlett Johansson,United States,42717,2018,TV-MA,93 m,Comedies,8.8,9.41,1661000,FALSE
s363,Movie,Synthetic Title 363,Steven Spielberg,"Viola Davis, Leonardo DiCaprio, Morgan Freeman",United Kingdom,"April 16, 2019",1997,R,133 m,Crime TV Shows,2.1,65.91,63293000,FALSE
s364,tv show,Synthetic Title 364,Christopher Nolan,"Zendaya, Viola Davis, Scarlett Johansson",India,"September 22, 2021",1994,TV-MA,3 S,"Horror Movies, Thrillers",8.6,132.55,75670000,TRUE
s365,movie ,Synthetic Title 365,Martin Scorsese,Leonardo DiCaprio,Japan,44563,2008,NR,87mins,Action & Adventure,9.8,2.07,9747000,TRUE
s366,TV Show,Synthetic Title 366,Steven Spielberg,Tom Hanks,France,44749,2009,TV-PG,9 Seasons,"International TV Shows, TV Dramas",5.6,29.33,63615000,FALSE
s367,MOVIE,Synthetic Title 367,Bong Joon Ho,,India,43440,2000,PG-13,138 m,Crime TV Shows,7.2,97.5,98451000,TRUE
s368,tv show,Synthetic Title 368,Steven Spielberg,"Brad Pitt, Tom Hanks",Canada,44154,1991,PG-13,7 S,Action & Adventure,8.1,16.1,29776000,FALSE
s369,MOVIE,Synthetic Title 369,Bong Joon Ho,"Morgan Freeman, Tom Hanks, Leonardo DiCaprio",France,42469,2008,TV-PG,137 m,"Horror Movies, Thrillers",9.3,57.33,76748000,TRUE
s370,tv show,Synthetic Title 370,Ava DuVernay,Tom Hanks,Canada,45290,2010,R,2 S,"International TV Shows, TV Dramas",1.7,143.38,19381000,TRUE
s371,movie ,Synthetic Title 371,Christopher Nolan,"Leonardo DiCaprio, Tom Hanks",United Kingdom,43638,2007,TV-PG,168 min,Comedies,3,56.97,45104000,FALSE
s372,Movie,Synthetic Title 372,Steven Spielberg,,Japan,44263,2017,TV-MA,74mins,Documentaries,4.8,97.15,85751000,FALSE
s373,TV Show,Synthetic Title 373,,,United Kingdom,"January 28, 2019",2009,NR,8 S,Documentaries,1.5,115.1,54366000,FALSE
s374,tv show,Synthetic Title 374,,Scarlett Johansson,Japan,42346,2021,TV-14,1 S,Action & Adventure,4.7,82.72,82715000,FALSE
s375,Movie,Synthetic Title 375,,Brad Pitt,United States,"June 22, 2019",2015,PG-13,113 m,Crime TV Shows,6.6,77.63,54250000,FALSE
s376,Movie,Synthetic Title 376,Ava DuVernay,Morgan Freeman,Japan,42258,1991,TV-14,166 m,Action & Adventure,7.3,98.9,91206000,TRUE
s377,TV Show,Synthetic Title 377,Martin Scorsese,,South Korea,44479,2011,TV-MA,9 S,"International TV Shows, TV Dramas",8.3,26.83,28358000,FALSE
s378,TV Show,Synthetic Title 378,Steven Spielberg,"Viola Davis, Brad Pitt",South Korea,42491,2005,TV-14,9 S,"International TV Shows, TV Dramas",8.6,45.81,35821000,FALSE
s379,MOVIE,Synthetic Title 379,,"Leonardo DiCaprio, Brad Pitt, Viola Davis",Japan,42998,2001,R,126 m,"International TV Shows, TV Dramas",2.7,104.74,52955000,TRUE
s380,MOVIE,Synthetic Title 380,Ava DuVernay,Brad Pitt,Japan,42409,2019,TV-14,88 min,Comedies,999,50.13,47211000,TRUE
s381,MOVIE,Synthetic Title 381,Greta Gerwig,"Leonardo DiCaprio, Viola Davis",India,"September 15, 2017",2016,TV-MA,177 m,Comedies,4,144.93,53371000,FALSE
s382,Movie,Synthetic Title 382,Christopher Nolan,"Scarlett Johansson, Brad Pitt",South Korea,44453,2001,R,160 m,Comedies,6.4,103.42,74794000,FALSE
s383,Movie,Synthetic Title 383,Christopher Nolan,"Leonardo DiCaprio, Zendaya",United States,42934,1997,TV-MA,144mins,"International TV Shows, TV Dramas",4.5,142.51,9484000,FALSE
s384,Movie,Synthetic Title 384,Martin Scorsese,,"United States, Canada",43326,2023,PG-13,105mins,Comedies,3.1,146.41,49703000,FALSE
s385,Movie,Synthetic Title 385,Greta Gerwig,Brad Pitt,France,"December 28, 2016",2023,TV-PG,147 min,"International TV Shows, TV Dramas",7.9,44.89,70117000,FALSE
s386,MOVIE,Synthetic Title 386,Ava DuVernay,"Scarlett Johansson, Leonardo DiCaprio, Morgan Freeman",South Korea,45255,2003,TV-PG,89 m,Comedies,7.3,73.46,44910000,TRUE
s387,movie ,Synthetic Title 387,Martin Scorsese,"Brad Pitt, Leonardo DiCaprio",Japan,43958,2010,PG-13,174 m,Comedies,3.4,142.52,20210000,TRUE
s388,MOVIE,Synthetic Title 388,,Scarlett Johansson,United States,"June 26, 2016",1990,TV-14,119 m,Action & Adventure,5.5,94.3,85264000,TRUE
s389,MOVIE,Synthetic Title 389,Steven Spielberg,"Viola Davis, Brad Pitt, Tom Hanks",Canada,42666,2023,PG-13,61mins,Comedies,4.4,58.81,32298000,TRUE
s390,movie ,Synthetic Title 390,Martin Scorsese,Zendaya,South Korea,43431,2009,R,125 m,"Horror Movies, Thrillers",9,80.82,41672000,FALSE
s391,Movie,Synthetic Title 391,Bong Joon Ho,"Leonardo DiCaprio, Scarlett Johansson, Morgan Freeman",France,43710,2018,TV-14,68 m,Documentaries,2.5,82.37,71596000,FALSE
s392,Movie,Synthetic Title 392,Christopher Nolan,"Scarlett Johansson, Leonardo DiCaprio, Zendaya",Canada,42776,1993,TV-MA,165 m,Comedies,1.1,12.86,33105000,TRUE
s393,TV Show,Synthetic Title 393,Greta Gerwig,"Scarlett Johansson, Zendaya, Brad Pitt",United Kingdom,44475,2013,TV-PG,4 S,"Horror Movies, Thrillers",8.4,90.64,90403000,FALSE
s394,MOVIE,Synthetic Title 394,Bong Joon Ho,"Tom Hanks, Leonardo DiCaprio",South Korea,"March 31, 2023",2006,TV-14,107mins,Action & Adventure,8.2,89.59,87253000,TRUE
s395,tv show,Synthetic Title 395,Martin Scorsese,"Morgan Freeman, Scarlett Johansson, Tom Hanks",South Korea,44426,2018,TV-14,8 Seasons,Action & Adventure,2.1,123.59,3333000,TRUE
s396,TV Show,Synthetic Title 396,Christopher Nolan,"Scarlett Johansson, Zendaya, Leonardo DiCaprio",South Korea,42981,2003,PG-13,6 Seasons,"International TV Shows, TV Dramas",1.4,54.89,49939000,TRUE
s397,movie ,Synthetic Title 397,Christopher Nolan,Viola Davis,Canada,43135,2012,TV-MA,74 min,Comedies,6.5,142.09,100385000,TRUE
s398,tv show,Synthetic Title 398,Greta Gerwig,Tom Hanks,France,"November 27, 2023",2007,TV-MA,7 Seasons,Comedies,2.1,40.09,29378000,FALSE
s399,Movie,Synthetic Title 399,Martin Scorsese,,United Kingdom,"December 08, 2016",2003,NR,79mins,Comedies,2.5,59.51,46947000,TRUE
s400,movie ,Synthetic Title 400,Martin Scorsese,"Tom Hanks, Morgan Freeman, Viola Davis",India,44949,2007,TV-14,171 m,"International TV Shows, TV Dramas",6.2,20.54,42104000,TRUE
s401,tv show,Synthetic Title 401,Ava DuVernay,Viola Davis,France,42550,2010,NR,9 S,Comedies,4.8,16.72,71983000,FALSE
s402,tv show,Synthetic Title 402,Ava DuVernay,Brad Pitt,Japan,45261,2005,R,7 S,Comedies,5.7,123.27,4245000,FALSE
s403,TV Show,Synthetic Title 403,Greta Gerwig,"Scarlett Johansson, Zendaya, Brad Pitt",Japan,42941,2021,TV-PG,6 Seasons,Documentaries,5.3,14.51,59573000,TRUE
s404,Movie,Synthetic Title 404,Martin Scorsese,"Brad Pitt, Viola Davis, Morgan Freeman",Canada,44328,2021,TV-MA,74 m,Crime TV Shows,2.9,123.38,73238000,TRUE
s405,Movie,Synthetic Title 405,Bong Joon Ho,Brad Pitt,United Kingdom,"June 09, 2019",1999,TV-PG,158mins,"Horror Movies, Thrillers",4.1,39.67,12104000,FALSE
s406,Movie,Synthetic Title 406,Christopher Nolan,"Leonardo DiCaprio, Zendaya, Scarlett Johansson",France,42676,2008,PG-13,115mins,Documentaries,5.4,67.56,6149000,FALSE
s407,movie ,Synthetic Title 407,Steven Spielberg,Viola Davis,Canada,43502,2008,R,89mins,Crime TV Shows,4.4,79.43,52959000,FALSE
s408,Movie,Synthetic Title 408,Martin Scorsese,,France,42292,2000,TV-MA,162 min,Documentaries,7.5,25.42,3497000,FALSE
s409,movie ,Synthetic Title 409,Steven Spielberg,"Brad Pitt, Tom Hanks",Canada,44092,1997,PG-13,174 m,Documentaries,2.4,58.29,82797000,FALSE
s410,TV Show,Synthetic Title 410,Greta Gerwig,Morgan Freeman,"United States, Canada",42385,2022,R,10 S,"Horror Movies, Thrillers",9.6,145.67,83668000,FALSE
s411,MOVIE,Synthetic Title 411,Steven Spielberg,Tom Hanks,France,42222,2004,PG-13,136 min,"Horror Movies, Thrillers",5.2,12.06,63838000,FALSE
s412,Movie,Synthetic Title 412,,"Leonardo DiCaprio, Brad Pitt, Viola Davis",United States,"September 07, 2020",2000,R,123 m,Documentaries,7.7,68.04,57424000,TRUE
s413,MOVIE,Synthetic Title 413,Christopher Nolan,"Brad Pitt, Morgan Freeman, Scarlett Johansson",South Korea,42200,2000,TV-14,158 m,"Horror Movies, Thrillers",9.1,26.27,19911000,TRUE
s414,TV Show,Synthetic Title 414,Christopher Nolan,Tom Hanks,"United States, Canada",44964,1992,PG-13,2 Seasons,"Horror Movies, Thrillers",5.7,64.15,48951000,FALSE
s415,Movie,Synthetic Title 415,Martin Scorsese,"Viola Davis, Morgan Freeman",Canada,43140,2005,NR,66mins,"Horror Movies, Thrillers",7.3,19.37,95692000,FALSE
s416,Movie,Synthetic Title 416,Ava DuVernay,"Morgan Freeman, Scarlett Johansson, Leonardo DiCaprio","United States, Canada","September 13, 2023",2020,NR,110 min,Documentaries,8,79.37,6629000,FALSE
s417,TV Show,Synthetic Title 417,Steven Spielberg,"Tom Hanks, Brad Pitt",South Korea,45147,2006,TV-MA,6 Seasons,Action & Adventure,1.7,57.36,84729000,FALSE
s418,Movie,Synthetic Title 418,Bong Joon Ho,"Viola Davis, Tom Hanks",France,45017,1999,R,119 m,"Horror Movies, Thrillers",9.9,82.87,33876000,TRUE
s419,Movie,Synthetic Title 419,Greta Gerwig,"Leonardo DiCaprio, Brad Pitt","United States, Canada",44023,2018,R,179 m,Documentaries,2.2,139.5,57275000,TRUE
s420,movie ,Synthetic Title 420,Bong Joon Ho,"Leonardo DiCaprio, Zendaya, Brad Pitt",France,44794,2016,R,106 m,"Horror Movies, Thrillers",3.1,103.31,37403000,FALSE
s421,Movie,Synthetic Title 421,Martin Scorsese,"Leonardo DiCaprio, Viola Davis, Brad Pitt",France,"November 18, 2022",1990,NR,131 m,Comedies,6.3,92.29,45330000,FALSE
s422,MOVIE,Synthetic Title 422,Martin Scorsese,"Leonardo DiCaprio, Scarlett Johansson, Brad Pitt",United States,45107,2023,TV-MA,80mins,"Horror Movies, Thrillers",3.8,51.7,3818000,FALSE
s423,movie ,Synthetic Title 423,Bong Joon Ho,Tom Hanks,France,42477,2020,NR,116mins,Comedies,5.9,66.09,38855000,TRUE
s424,MOVIE,Synthetic Title 424,Bong Joon Ho,"Viola Davis, Morgan Freeman, Brad Pitt",South Korea,42862,2005,TV-MA,74 min,Comedies,7.7,35.64,74998000,TRUE
s425,TV Show,Synthetic Title 425,,Leonardo DiCaprio,Japan,43157,1998,TV-14,6 Seasons,Documentaries,6.9,68.61,77155000,FALSE
s426,TV Show,Synthetic Title 426,Steven Spielberg,Viola Davis,United Kingdom,43264,2009,TV-PG,2 Seasons,Comedies,7.9,125.47,53409000,TRUE
s427,tv show,Synthetic Title 427,Bong Joon Ho,Morgan Freeman,Japan,"October 22, 2021",2001,TV-14,8 S,Comedies,7,6.86,20316000,TRUE
s428,MOVIE,Synthetic Title 428,Christopher Nolan,"Tom Hanks, Scarlett Johansson",South Korea,44246,1993,R,173mins,Documentaries,4.7,47.9,94136000,TRUE
s429,Movie,Synthetic Title 429,Bong Joon Ho,,United States,43179,2007,NR,168 min,Comedies,5.4,62.62,16245000,TRUE
s430,tv show,Synthetic Title 430,,"Tom Hanks, Leonardo DiCaprio",United Kingdom,42354,1995,TV-PG,8 S,Crime TV Shows,9.4,15.78,77658000,FALSE
s431,Movie,Synthetic Title 431,Christopher Nolan,Zendaya,United States,44645,2018,TV-14,85mins,Documentaries,9.1,32.57,95790000,TRUE
s432,movie ,Synthetic Title 432,Steven Spielberg,"Zendaya, Scarlett Johansson, Leonardo DiCaprio",France,"September 30, 2023",2006,NR,71 m,Comedies,3.3,128.32,41286000,FALSE
s433,TV Show,Synthetic Title 433,Greta Gerwig,"Brad Pitt, Viola Davis",Japan,44902,2013,TV-PG,10 Seasons,Comedies,5.8,96.69,22218000,FALSE
s434,MOVIE,Synthetic Title 434,,Leonardo DiCaprio,"United States, Canada",43861,2005,R,124 m,Crime TV Shows,2.7,115.22,92832000,FALSE
s435,movie ,Synthetic Title 435,Bong Joon Ho,"Viola Davis, Zendaya, Leonardo DiCaprio",South Korea,44324,1990,TV-14,91 m,"Horror Movies, Thrillers",4.1,64.45,88362000,FALSE
s436,TV Show,Synthetic Title 436,Greta Gerwig,Morgan Freeman,France,"November 19, 2017",2012,TV-PG,2 S,"International TV Shows, TV Dramas",7.7,38.07,92328000,FALSE
s437,MOVIE,Synthetic Title 437,Christopher Nolan,Tom Hanks,United States,43810,2023,NR,140 min,Crime TV Shows,9.7,108.74,58393000,FALSE
s438,tv show,Synthetic Title 438,Ava DuVernay,Tom Hanks,United States,42591,2020,TV-14,3 Seasons,Crime TV Shows,9.4,117.74,1146000,TRUE
s439,TV Show,Synthetic Title 439,Martin Scorsese,Morgan Freeman,United States,"November 23, 2018",2002,TV-MA,4 S,"Horror Movies, Thrillers",6,113.34,83958000,FALSE
s440,tv show,Synthetic Title 440,Christopher Nolan,"Brad Pitt, Tom Hanks, Viola Davis",South Korea,"April 13, 2017",2019,TV-14,1 Season,Documentaries,5.4,136.78,31405000,FALSE
s441,TV Show,Synthetic Title 441,Martin Scorsese,"Morgan Freeman, Viola Davis",United States,"May 26, 2023",2020,R,5 Seasons,Documentaries,8.7,17.9,14686000,TRUE
s442,tv show,Synthetic Title 442,Christopher Nolan,"Tom Hanks, Brad Pitt, Zendaya",South Korea,"October 15, 2020",2010,R,4 S,"International TV Shows, TV Dramas",5.2,3.55,29557000,TRUE
s443,TV Show,Synthetic Title 443,Greta Gerwig,Tom Hanks,United Kingdom,43458,1995,TV-PG,1 S,Documentaries,8.7,73.38,32536000,FALSE
s444,MOVIE,Synthetic Title 444,Greta Gerwig,"Morgan Freeman, Leonardo DiCaprio, Viola Davis","United States, Canada",43255,2000,TV-PG,165 min,Documentaries,4.9,63.36,14275000,FALSE
s445,TV Show,Synthetic Title 445,Bong Joon Ho,,South Korea,42532,1991,TV-MA,6 Seasons,"International TV Shows, TV Dramas",7.8,139.06,27851000,TRUE
s446,MOVIE,Synthetic Title 446,Steven Spielberg,"Viola Davis, Tom Hanks",France,42395,2011,TV-PG,78mins,"International TV Shows, TV Dramas",9.3,20.23,72102000,FALSE
s447,MOVIE,Synthetic Title 447,Martin Scorsese,"Viola Davis, Morgan Freeman, Scarlett Johansson",India,"February 26, 2021",1991,R,129 min,"International TV Shows, TV Dramas",1.1,140.45,97828000,TRUE
s448,tv show,Synthetic Title 448,Steven Spielberg,,United Kingdom,43134,2004,TV-PG,4 Seasons,Documentaries,8.7,132.36,46206000,FALSE
s449,Movie,Synthetic Title 449,Greta Gerwig,Morgan Freeman,Canada,44671,2023,PG-13,75mins,"Horror Movies, Thrillers",4.8,108.92,28933000,TRUE
s450,movie ,Synthetic Title 450,Martin Scorsese,,Japan,44369,2018,TV-PG,162 min,"International TV Shows, TV Dramas",5.5,107.06,87416000,TRUE
s451,MOVIE,Synthetic Title 451,Martin Scorsese,"Leonardo DiCaprio, Scarlett Johansson, Morgan Freeman",India,42898,2001,R,96mins,Crime TV Shows,2.4,43.17,1508000,FALSE
s452,tv show,Synthetic Title 452,Ava DuVernay,"Scarlett Johansson, Zendaya",United Kingdom,44603,2006,PG-13,6 S,Action & Adventure,9.5,15.78,30385000,FALSE
s453,Movie,Synthetic Title 453,Christopher Nolan,"Leonardo DiCaprio, Scarlett Johansson, Viola Davis","United States, Canada",44818,2000,R,99 min,Comedies,6.7,60.58,9447000,TRUE
s454,tv show,Synthetic Title 454,Ava DuVernay,Zendaya,"United States, Canada",42268,2016,R,1 Season,Comedies,6.8,145.17,99801000,TRUE
s455,Movie,Synthetic Title 455,,"Morgan Freeman, Brad Pitt, Viola Davis",United States,44934,1993,PG-13,106 min,"International TV Shows, TV Dramas",4.5,148.69,27389000,FALSE
s456,TV Show,Synthetic Title 456,Greta Gerwig,"Morgan Freeman, Tom Hanks, Leonardo DiCaprio",United Kingdom,"December 27, 2018",2011,R,9 S,"Horror Movies, Thrillers",999,55.99,38801000,FALSE
s457,MOVIE,Synthetic Title 457,Steven Spielberg,Viola Davis,United States,"May 16, 2016",1998,TV-MA,137mins,"International TV Shows, TV Dramas",7.1,97.6,73612000,FALSE
s458,Movie,Synthetic Title 458,Bong Joon Ho,"Zendaya, Viola Davis",Japan,43065,2013,PG-13,174 min,Comedies,4.1,119.87,23440000,FALSE
s459,movie ,Synthetic Title 459,Bong Joon Ho,"Tom Hanks, Zendaya, Morgan Freeman",South Korea,44355,2002,TV-14,169 min,"Horror Movies, Thrillers",7.2,96.92,37690000,FALSE
s460,TV Show,Synthetic Title 460,Ava DuVernay,"Zendaya, Tom Hanks, Brad Pitt",United States,"September 05, 2022",2018,PG-13,7 Seasons,"Horror Movies, Thrillers",4.1,79.02,79921000,FALSE
s461,TV Show,Synthetic Title 461,,Brad Pitt,South Korea,42161,2016,TV-MA,10 Seasons,Action & Adventure,3.7,86.34,98901000,TRUE
s462,MOVIE,Synthetic Title 462,Ava DuVernay,Tom Hanks,South Korea,44495,2017,NR,156mins,Comedies,4.1,49.57,38789000,TRUE
s463,TV Show,Synthetic Title 463,Bong Joon Ho,"Viola Davis, Morgan Freeman",India,43560,1996,TV-MA,3 Seasons,Action & Adventure,7.3,18.19,20117000,TRUE
s464,TV Show,Synthetic Title 464,,"Zendaya, Brad Pitt, Viola Davis",Canada,"January 15, 2022",2009,R,6 S,Action & Adventure,3.4,102.3,82583000,FALSE
s465,movie ,Synthetic Title 465,Bong Joon Ho,Viola Davis,Japan,42104,2006,R,108 min,"International TV Shows, TV Dramas",5.2,26.24,9796000,TRUE
s466,movie ,Synthetic Title 466,Bong Joon Ho,Morgan Freeman,Canada,44846,2004,TV-PG,80 m,Action & Adventure,9.5,62.43,92489000,TRUE
